ID	CHARACTER	PINYIN	DOCULECT	PHONETIC_CLASS	KARLGREN_ID	READING	SOURCE
411	化	huà	Middle_Chinese		0019a	xwaeH	Wikibooks2016a
412	貨	huò	Old_Chinese	0019	0019c		Karlgren1954
413	貨	huò	Middle_Chinese		0019c	xwaH	Wikibooks2016a
414	吪	é	Old_Chinese	0019	0019d		Karlgren1954
415	吪	é	Middle_Chinese		0019d	ngwa	Wikibooks2016a
416	訛	é	Old_Chinese	0019	0019e		Karlgren1954
417	訛	é	Middle_Chinese		0019e	ngwa	Wikibooks2016a
418	瓦	wǎ	Old_Chinese	0020	0020a		Karlgren1954
419	瓦	wǎ	Middle_Chinese		0020a	ngwaeX	Wikibooks2016a
420	宜	yí	Old_Chinese	0021	0021a		Karlgren1954
421	宜	yí	Middle_Chinese		0021a	ngje	Wikibooks2016a
422	誼	yì	Old_Chinese	0021	0021h		Karlgren1954
423	誼	yì	Middle_Chinese		0021h	ngjeH	Wikibooks2016a
424	䖒	xī	Old_Chinese	0022	0022a		Karlgren1954
425	䖒	xī	Middle_Chinese		0022a	xje	Wikibooks2016a
426	戲	xì	Old_Chinese	0022	0022b		Karlgren1954
427	戲	xì	Middle_Chinese		0022b	xjeH	Wikibooks2016a
428	离	lí	Old_Chinese	0023	0023a		Karlgren1954
429	离	lí	Middle_Chinese		0023a	trhje	Wikibooks2016a
430	魑	chī	Old_Chinese	0023	0023b		Karlgren1954
431	魑	chī	Middle_Chinese		0023b	trhje	Wikibooks2016a
432	螭	chī	Old_Chinese	0023	0023c		Karlgren1954
433	螭	chī	Middle_Chinese		0023c	trhje	Wikibooks2016a
434	縭	lí	Old_Chinese	0023	0023d		Karlgren1954
435	縭	lí	Middle_Chinese		0023d	lje	Wikibooks2016a
436	醨	lí	Old_Chinese	0023	0023e		Karlgren1954
437	醨	lí	Middle_Chinese		0023e	lje	Wikibooks2016a
438	離	lí	Old_Chinese	0023	0023f		Karlgren1954
439	離	lí	Middle_Chinese		0023f	lje	Wikibooks2016a
440	離	lí	Middle_Chinese		0023f	ljeH	Wikibooks2016a
441	籬	lí	Old_Chinese	0023	0023g		Karlgren1954
442	籬	lí	Middle_Chinese		0023g	lje	Wikibooks2016a
443	灕	lí	Old_Chinese	0023	0023h		Karlgren1954
444	灕	lí	Middle_Chinese		0023h	lje	Wikibooks2016a
445	漓	lí	Old_Chinese	0023	0023-		Karlgren1954
446	漓	lí	Middle_Chinese		0023-	lje	Wikibooks2016a
447	罹	lí	Old_Chinese	0024	0024a		Karlgren1954
448	罹	lí	Middle_Chinese		0024a	lje	Wikibooks2016a
449	皮	pí	Old_Chinese	0025	0025a		Karlgren1954
450	皮	pí	Middle_Chinese		0025a	bje	Wikibooks2016a
451	疲	pí	Old_Chinese	0025	0025d		Karlgren1954
452	疲	pí	Middle_Chinese		0025d	bje	Wikibooks2016a
453	被	bèi	Old_Chinese	0025	0025e		Karlgren1954
454	被	bèi	Middle_Chinese		0025e	bjeH	Wikibooks2016a
455	被	bèi	Middle_Chinese		0025e	bjeX	Wikibooks2016a
456	被	bèi	Middle_Chinese		0025e	phje	Wikibooks2016a
457	被	bèi	Middle_Chinese		0025e	phjeH	Wikibooks2016a
458	鞁	bèi	Old_Chinese	0025	0025f		Karlgren1954
459	鞁	bèi	Middle_Chinese		0025f	bjeH	Wikibooks2016a
460	彼	bǐ	Old_Chinese	0025	0025g		Karlgren1954
461	彼	bǐ	Middle_Chinese		0025g	pjeX	Wikibooks2016a
462	詖	bì	Old_Chinese	0025	0025h		Karlgren1954
463	詖	bì	Middle_Chinese		0025h	pje	Wikibooks2016a
464	詖	bì	Middle_Chinese		0025h	pjeH	Wikibooks2016a
465	陂	bēi	Old_Chinese	0025	0025i		Karlgren1954
466	陂	bēi	Middle_Chinese		0025i	pje	Wikibooks2016a
467	披	pī	Old_Chinese	0025	0025j		Karlgren1954
468	披	pī	Middle_Chinese		0025j	phje	Wikibooks2016a
469	披	pī	Middle_Chinese		0025j	phjeH	Wikibooks2016a
470	鈹	pī	Old_Chinese	0025	0025k		Karlgren1954
471	鈹	pī	Middle_Chinese		0025k	phje	Wikibooks2016a
472	波	bō	Old_Chinese	0025	0025l		Karlgren1954
473	波	bō	Middle_Chinese		0025l	pa	Wikibooks2016a
474	跛	bǒ	Old_Chinese	0025	0025m		Karlgren1954
475	跛	bǒ	Middle_Chinese		0025m	paX	Wikibooks2016a
476	跛	bǒ	Middle_Chinese		0025m	pjeH	Wikibooks2016a
477	簸	bǒ	Old_Chinese	0025	0025n		Karlgren1954
478	簸	bǒ	Middle_Chinese		0025n	paH	Wikibooks2016a
479	簸	bǒ	Middle_Chinese		0025n	paX	Wikibooks2016a
480	破	pò	Old_Chinese	0025	0025o		Karlgren1954
481	破	pò	Middle_Chinese		0025o	phaH	Wikibooks2016a
482	頗	pō	Old_Chinese	0025	0025p		Karlgren1954
483	頗	pō	Middle_Chinese		0025p	pha	Wikibooks2016a
484	婆	pó	Old_Chinese	0025	0025q		Karlgren1954
485	婆	pó	Middle_Chinese		0025q	ba	Wikibooks2016a
486	罷	bà	Old_Chinese	0026	0026a		Karlgren1954
487	罷	bà	Middle_Chinese		0026a	beaX	Wikibooks2016a
488	罷	bà	Middle_Chinese		0026a	bje	Wikibooks2016a
489	羆	pí	Old_Chinese	0026	0026b		Karlgren1954
490	羆	pí	Middle_Chinese		0026b	pje	Wikibooks2016a
491	爲	wèi	Old_Chinese	0027	0027a		Karlgren1954
492	爲	wèi	Middle_Chinese		0027a	hjwe	Wikibooks2016a
493	爲	wèi	Middle_Chinese		0027a	hjweH	Wikibooks2016a
494	䦱	wěi	Old_Chinese	0027	0027f		Karlgren1954
495	䦱	wěi	Middle_Chinese		0027f	hjweX	Wikibooks2016a
496	嬀	guī	Old_Chinese	0027	0027g		Karlgren1954
497	嬀	guī	Middle_Chinese		0027g	kjwe	Wikibooks2016a
498	僞	wěi	Old_Chinese	0027	0027k		Karlgren1954
499	僞	wěi	Middle_Chinese		0027k	ngjweH	Wikibooks2016a
500	撝	huī	Old_Chinese	0027	0027l		Karlgren1954
501	撝	huī	Middle_Chinese		0027l	xjwe	Wikibooks2016a
502	譌	é	Old_Chinese	0027	0027m		Karlgren1954
503	譌	é	Middle_Chinese		0027m	ngwa	Wikibooks2016a
504	虧	kuī	Old_Chinese	0028	0028a		Karlgren1954
505	虧	kuī	Middle_Chinese		0028a	khjwe	Wikibooks2016a
506	危	wēi	Old_Chinese	0029	0029a		Karlgren1954
507	危	wēi	Middle_Chinese		0029a	ngjwe	Wikibooks2016a
508	詭	guǐ	Old_Chinese	0029	0029b		Karlgren1954
509	詭	guǐ	Middle_Chinese		0029b	kjweX	Wikibooks2016a
510	佹	guǐ	Old_Chinese	0029	0029c		Karlgren1954
511	佹	guǐ	Middle_Chinese		0029c	kjweX	Wikibooks2016a
512	垝	guǐ	Old_Chinese	0029	0029d		Karlgren1954
513	垝	guǐ	Middle_Chinese		0029d	kjweX	Wikibooks2016a
514	恑	guǐ	Old_Chinese	0029	0029e		Karlgren1954
515	恑	guǐ	Middle_Chinese		0029e	kjweX	Wikibooks2016a
516	跪	guì	Old_Chinese	0029	0029f		Karlgren1954
517	跪	guì	Middle_Chinese		0029f	gjweX	Wikibooks2016a
518	跪	guì	Middle_Chinese		0029f	khjweX	Wikibooks2016a
519	吹	chuī	Old_Chinese	0030	0030a		Karlgren1954
520	吹	chuī	Middle_Chinese		0030a	tsyhweH	Wikibooks2016a
521	吹	chuī	Middle_Chinese		0030a	tsyhweH	Wikibooks2016a
522	炊	chuī	Old_Chinese	0030	0030b		Karlgren1954
523	炊	chuī	Middle_Chinese		0030b	tsyhwe	Wikibooks2016a
524	垂	chuí	Old_Chinese	0031	0031a		Karlgren1954
525	垂	chuí	Middle_Chinese		0031a	dzywe	Wikibooks2016a
526	陲	chuí	Old_Chinese	0031	0031b		Karlgren1954
527	陲	chuí	Middle_Chinese		0031b	dzywe	Wikibooks2016a
528	睡	shuì	Old_Chinese	0031	0031d		Karlgren1954
529	睡	shuì	Middle_Chinese		0031d	dzyweH	Wikibooks2016a
530	菙	chuí	Old_Chinese	0031	0031e		Karlgren1954
531	菙	chuí	Middle_Chinese		0031e	dzyweX	Wikibooks2016a
532	甀	zhuì	Old_Chinese	0031	0031f		Karlgren1954
533	甀	zhuì	Middle_Chinese		0031f	drjwe	Wikibooks2016a
534	甀	zhuì	Middle_Chinese		0031f	drjweH	Wikibooks2016a
535	錘	chuí	Old_Chinese	0031	0031g		Karlgren1954
536	錘	chuí	Middle_Chinese		0031g	drjwe	Wikibooks2016a
537	錘	chuí	Middle_Chinese		0031g	drjweH	Wikibooks2016a
538	硾	zhuì	Old_Chinese	0031	0031h		Karlgren1954
539	硾	zhuì	Middle_Chinese		0031h	drjweH	Wikibooks2016a
540	捶	chuí	Old_Chinese	0031	0031i		Karlgren1954
541	捶	chuí	Middle_Chinese		0031i	tsyweX	Wikibooks2016a
542	箠	chuí	Old_Chinese	0031	0031j		Karlgren1954
543	箠	chuí	Middle_Chinese		0031j	tsyweX	Wikibooks2016a
544	諈	zhuì	Old_Chinese	0031	0031k		Karlgren1954
545	諈	zhuì	Middle_Chinese		0031k	trjweH	Wikibooks2016a
546	埵	duǒ	Old_Chinese	0031	0031l		Karlgren1954
547	埵	duǒ	Middle_Chinese		0031l	twaX	Wikibooks2016a
548	唾	tuò	Old_Chinese	0031	0031m		Karlgren1954
549	唾	tuò	Middle_Chinese		0031m	thwaH	Wikibooks2016a
550	家	jiā	Old_Chinese	0032	0032a		Karlgren1954
551	家	jiā	Middle_Chinese		0032a	kae	Wikibooks2016a
552	嫁	jià	Old_Chinese	0032	0032e		Karlgren1954
553	嫁	jià	Middle_Chinese		0032e	kaeH	Wikibooks2016a
554	稼	jià	Old_Chinese	0032	0032f		Karlgren1954
555	稼	jià	Middle_Chinese		0032f	kaeH	Wikibooks2016a
556	叚	jiǎ	Old_Chinese	0033	0033a		Karlgren1954
557	叚	jiǎ	Middle_Chinese		0033a	kaeX	Wikibooks2016a
558	假	jiǎ	Old_Chinese	0033	0033c		Karlgren1954
559	假	jiǎ	Middle_Chinese		0033c	kaeX	Wikibooks2016a
560	假	jiǎ	Middle_Chinese		0033c	kaeX	Wikibooks2016a
561	嘏	gǔ	Old_Chinese	0033	0033d		Karlgren1954
562	嘏	gǔ	Middle_Chinese		0033d	kaeX	Wikibooks2016a
563	葭	jiā	Old_Chinese	0033	0033e		Karlgren1954
564	葭	jiā	Middle_Chinese		0033e	kae	Wikibooks2016a
565	豭	jiā	Old_Chinese	0033	0033f		Karlgren1954
566	豭	jiā	Middle_Chinese		0033f	kae	Wikibooks2016a
567	暇	xiá	Old_Chinese	0033	0033g		Karlgren1954
568	暇	xiá	Middle_Chinese		0033g	haeH	Wikibooks2016a
569	瑕	xiá	Old_Chinese	0033	0033h		Karlgren1954
570	瑕	xiá	Middle_Chinese		0033h	hae	Wikibooks2016a
571	蝦	xiā	Old_Chinese	0033	0033i		Karlgren1954
572	蝦	xiā	Middle_Chinese		0033i	hae	Wikibooks2016a
573	遐	xiá	Old_Chinese	0033	0033j		Karlgren1954
574	遐	xiá	Middle_Chinese		0033j	hae	Wikibooks2016a
575	霞	xiá	Old_Chinese	0033	0033k		Karlgren1954
576	霞	xiá	Middle_Chinese		0033k	hae	Wikibooks2016a
577	騢	xiá	Old_Chinese	0033	0033l		Karlgren1954
578	騢	xiá	Middle_Chinese		0033l	hae	Wikibooks2016a
579	斝	jiǎ	Old_Chinese	0034	0034a		Karlgren1954
580	斝	jiǎ	Middle_Chinese		0034a	kaeX	Wikibooks2016a
581	下	xià	Old_Chinese	0035	0035a		Karlgren1954
582	下	xià	Middle_Chinese		0035a	haeH	Wikibooks2016a
583	下	xià	Middle_Chinese		0035a	haeX	Wikibooks2016a
584	芐	hù	Old_Chinese	0035	0035d		Karlgren1954
585	芐	hù	Middle_Chinese		0035d	haeH	Wikibooks2016a
586	芐	hù	Middle_Chinese		0035d	huX	Wikibooks2016a
587	夏	xià	Old_Chinese	0036	0036a		Karlgren1954
588	夏	xià	Middle_Chinese		0036a	haeH	Wikibooks2016a
589	夏	xià	Middle_Chinese		0036a	haeX	Wikibooks2016a
590	廈	shà	Old_Chinese	0036	0036c		Karlgren1954
591	廈	shà	Middle_Chinese		0036c	haeX	Wikibooks2016a
592	厦	shà	Old_Chinese	0036	0036d		Karlgren1954
593	厦	shà	Middle_Chinese		0036d	haeX	Wikibooks2016a
594	牙	yá	Old_Chinese	0037	0037a		Karlgren1954
595	牙	yá	Middle_Chinese		0037a	ngae	Wikibooks2016a
596	庌	yǎ	Old_Chinese	0037	0037c		Karlgren1954
597	庌	yǎ	Middle_Chinese		0037c	ngaeX	Wikibooks2016a
598	芽	yá	Old_Chinese	0037	0037d		Karlgren1954
599	芽	yá	Middle_Chinese		0037d	ngae	Wikibooks2016a
600	訝	yà	Old_Chinese	0037	0037e		Karlgren1954
601	訝	yà	Middle_Chinese		0037e	ngaeH	Wikibooks2016a
602	迓	yà	Old_Chinese	0037	0037f		Karlgren1954
603	迓	yà	Middle_Chinese		0037f	ngaeH	Wikibooks2016a
604	雅	yǎ	Old_Chinese	0037	0037g		Karlgren1954
605	雅	yǎ	Middle_Chinese		0037g	ngaeX	Wikibooks2016a
606	鴉	yā	Old_Chinese	0037	0037h		Karlgren1954
607	鴉	yā	Middle_Chinese		0037h	'ae	Wikibooks2016a
608	襾	yà	Old_Chinese	0038	0038a		Karlgren1954
609	襾	yà	Middle_Chinese		0038a	xaeX	Wikibooks2016a
610	賈	jiǎ	Old_Chinese	0038	0038b		Karlgren1954
611	賈	jiǎ	Middle_Chinese		0038b	kaeH	Wikibooks2016a
612	賈	jiǎ	Middle_Chinese		0038b	kuX	Wikibooks2016a
613	價	jià	Old_Chinese	0038	0038c		Karlgren1954
614	價	jià	Middle_Chinese		0038c	kaeH	Wikibooks2016a
615	檟	jiǎ	Old_Chinese	0038	0038d		Karlgren1954
616	檟	jiǎ	Middle_Chinese		0038d	kaeX	Wikibooks2016a
617	巴	bā	Old_Chinese	0039	0039a		Karlgren1954
618	巴	bā	Middle_Chinese		0039a	pae	Wikibooks2016a
619	把	bǎ	Old_Chinese	0039	0039b		Karlgren1954
620	把	bǎ	Middle_Chinese		0039b	paeX	Wikibooks2016a
621	芭	bā	Old_Chinese	0039	0039c		Karlgren1954
622	芭	bā	Middle_Chinese		0039c	pae	Wikibooks2016a
623	豝	bā	Old_Chinese	0039	0039d		Karlgren1954
624	豝	bā	Middle_Chinese		0039d	pae	Wikibooks2016a
625	耙	bà	Old_Chinese	0039	0039e		Karlgren1954
626	耙	bà	Middle_Chinese		0039e	bae	Wikibooks2016a
627	耙	bà	Middle_Chinese		0039e	baeH	Wikibooks2016a
628	笆	bā	Old_Chinese	0039	0039-		Karlgren1954
629	笆	bā	Middle_Chinese		0039-	bae	Wikibooks2016a
630	葩	pā	Old_Chinese	0039	0039-		Karlgren1954
631	馬	mǎ	Old_Chinese	0040	0040a		Karlgren1954
632	馬	mǎ	Middle_Chinese		0040a	maeX	Wikibooks2016a
633	禡	mà	Old_Chinese	0040	0040f		Karlgren1954
634	禡	mà	Middle_Chinese		0040f	maeH	Wikibooks2016a
635	罵	mà	Old_Chinese	0040	0040h		Karlgren1954
636	罵	mà	Middle_Chinese		0040h	maeH	Wikibooks2016a
637	罵	mà	Middle_Chinese		0040h	maeX	Wikibooks2016a
638	瓜	guā	Old_Chinese	0041	0041a		Karlgren1954
639	瓜	guā	Middle_Chinese		0041a	kwae	Wikibooks2016a
640	呱	gū	Old_Chinese	0041	0041b		Karlgren1954
641	呱	gū	Middle_Chinese		0041b	ku	Wikibooks2016a
642	孤	gū	Old_Chinese	0041	0041c		Karlgren1954
643	孤	gū	Middle_Chinese		0041c	ku	Wikibooks2016a
644	罛	gū	Old_Chinese	0041	0041d		Karlgren1954
645	罛	gū	Middle_Chinese		0041d	ku	Wikibooks2016a
646	苽	gū	Old_Chinese	0041	0041e		Karlgren1954
647	苽	gū	Middle_Chinese		0041e	ku	Wikibooks2016a
648	觚	gū	Old_Chinese	0041	0041f		Karlgren1954
649	觚	gū	Middle_Chinese		0041f	ku	Wikibooks2016a
650	軱	gū	Old_Chinese	0041	0041g		Karlgren1954
651	軱	gū	Middle_Chinese		0041g	ku	Wikibooks2016a
652	弧	hú	Old_Chinese	0041	0041h		Karlgren1954
653	弧	hú	Middle_Chinese		0041h	hu	Wikibooks2016a
654	狐	hú	Old_Chinese	0041	0041i		Karlgren1954
655	狐	hú	Middle_Chinese		0041i	hu	Wikibooks2016a
656	寡	guǎ	Old_Chinese	0042	0042a		Karlgren1954
657	寡	guǎ	Middle_Chinese		0042a	kwaeX	Wikibooks2016a
658	夸	kuā	Old_Chinese	0043	0043a		Karlgren1954
659	夸	kuā	Middle_Chinese		0043a	khwae	Wikibooks2016a
660	誇	kuā	Old_Chinese	0043	0043b		Karlgren1954
661	誇	kuā	Middle_Chinese		0043b	khwae	Wikibooks2016a
662	姱	kuā	Old_Chinese	0043	0043c		Karlgren1954
663	姱	kuā	Middle_Chinese		0043c	khwae	Wikibooks2016a
664	跨	kuà	Old_Chinese	0043	0043d		Karlgren1954
665	跨	kuà	Middle_Chinese		0043d	khuH	Wikibooks2016a
666	跨	kuà	Middle_Chinese		0043d	khwaeH	Wikibooks2016a
667	荂	fū	Old_Chinese	0043	0043e		Karlgren1954
668	荂	fū	Middle_Chinese		0043e	khwae	Wikibooks2016a
669	荂	fū	Middle_Chinese		0043e	xju	Wikibooks2016a
670	刳	kū	Old_Chinese	0043	0043f		Karlgren1954
671	刳	kū	Middle_Chinese		0043f	khuH	Wikibooks2016a
672	挎	kuà	Old_Chinese	0043	0043g		Karlgren1954
673	挎	kuà	Middle_Chinese		0043g	khu	Wikibooks2016a
674	袴	kù	Old_Chinese	0043	0043h		Karlgren1954
675	袴	kù	Middle_Chinese		0043h	khuH	Wikibooks2016a
676	絝	kù	Old_Chinese	0043	0043i		Karlgren1954
677	絝	kù	Middle_Chinese		0043i	khuH	Wikibooks2016a
678	瓠	hù	Old_Chinese	0043	0043j		Karlgren1954
679	瓠	hù	Middle_Chinese		0043j	hu	Wikibooks2016a
680	瓠	hù	Middle_Chinese		0043j	huH	Wikibooks2016a
681	洿	wū	Old_Chinese	0043	0043k		Karlgren1954
682	洿	wū	Middle_Chinese		0043k	'u	Wikibooks2016a
683	槬	huà	Old_Chinese	0043	0043l		Karlgren1954
684	槬	huà	Middle_Chinese		0043l	hwaeH	Wikibooks2016a
685	摦	huà	Old_Chinese	0043	0043m		Karlgren1954
686	摦	huà	Middle_Chinese		0043m	hwaeH	Wikibooks2016a
687	華	huá	Old_Chinese	0044	0044a		Karlgren1954
688	華	huá	Middle_Chinese		0044a	xwae	Wikibooks2016a
689	華	huá	Middle_Chinese		0044a	hwae	Wikibooks2016a
690	華	huá	Middle_Chinese		0044a	hwaeH	Wikibooks2016a
691	驊	huá	Old_Chinese	0044	0044c		Karlgren1954
692	驊	huá	Middle_Chinese		0044c	hwae	Wikibooks2016a
693	譁	huá	Old_Chinese	0044	0044d		Karlgren1954
694	譁	huá	Middle_Chinese		0044d	xwae	Wikibooks2016a
695	樺	huà	Old_Chinese	0044	0044-		Karlgren1954
696	樺	huà	Middle_Chinese		0044-	hwaeH	Wikibooks2016a
697	花	huā	Old_Chinese	0044	0044-		Karlgren1954
698	花	huā	Middle_Chinese		0044-	xwae	Wikibooks2016a
699	者	zhě	Old_Chinese	0045	0045a		Karlgren1954
700	者	zhě	Middle_Chinese		0045a	tsyaeX	Wikibooks2016a
701	赭	zhě	Old_Chinese	0045	0045d		Karlgren1954
702	赭	zhě	Middle_Chinese		0045d	tsyaeX	Wikibooks2016a
703	奢	shē	Old_Chinese	0045	0045e		Karlgren1954
704	奢	shē	Middle_Chinese		0045e	syae	Wikibooks2016a
705	褚	chǔ	Old_Chinese	0045	0045g		Karlgren1954
706	褚	chǔ	Middle_Chinese		0045g	trjoX	Wikibooks2016a
707	豬	zhū	Old_Chinese	0045	0045h		Karlgren1954
708	豬	zhū	Middle_Chinese		0045h	trjo	Wikibooks2016a
709	楮	chǔ	Old_Chinese	0045	0045i		Karlgren1954
710	楮	chǔ	Middle_Chinese		0045i	trhjoX	Wikibooks2016a
711	楮	chǔ	Middle_Chinese		0045i	tuX	Wikibooks2016a
712	箸	zhù	Old_Chinese	0045	0045j		Karlgren1954
713	箸	zhù	Middle_Chinese		0045j	drjoH	Wikibooks2016a
714	渚	zhǔ	Old_Chinese	0045	0045k		Karlgren1954
715	渚	zhǔ	Middle_Chinese		0045k	tsyoX	Wikibooks2016a
716	煑	zhǔ	Old_Chinese	0045	0045l		Karlgren1954
717	煑	zhǔ	Middle_Chinese		0045l	tsyoX	Wikibooks2016a
718	煮	zhǔ	Old_Chinese	0045	0045m		Karlgren1954
719	煮	zhǔ	Middle_Chinese		0045m	tsyoX	Wikibooks2016a
720	䰞	zhǔ	Old_Chinese	0045	0045n		Karlgren1954
721	䰞	zhǔ	Middle_Chinese		0045n	tsyoX	Wikibooks2016a
722	𦑥		Old_Chinese	0045	0045o		Karlgren1954
723	𦑥		Middle_Chinese		0045o	tsyoH	Wikibooks2016a
724	諸	zhū	Old_Chinese	0045	0045p		Karlgren1954
725	諸	zhū	Middle_Chinese		0045p	tsyo	Wikibooks2016a
726	陼	zhǔ	Old_Chinese	0045	0045q		Karlgren1954
727	陼	zhǔ	Middle_Chinese		0045q	tsyoX	Wikibooks2016a
728	署	shǔ	Old_Chinese	0045	0045r		Karlgren1954
729	署	shǔ	Middle_Chinese		0045r	dzyoH	Wikibooks2016a
730	緒	xù	Old_Chinese	0045	0045s		Karlgren1954
731	緒	xù	Middle_Chinese		0045s	zjoX	Wikibooks2016a
732	書	shū	Old_Chinese	0045	0045t		Karlgren1954
733	書	shū	Middle_Chinese		0045t	syo	Wikibooks2016a
734	暑	shǔ	Old_Chinese	0045	0045x		Karlgren1954
735	暑	shǔ	Middle_Chinese		0045x	syoX	Wikibooks2016a
736	堵	dǔ	Old_Chinese	0045	0045y		Karlgren1954
737	堵	dǔ	Middle_Chinese		0045y	tuX	Wikibooks2016a
738	帾	dǔ	Old_Chinese	0045	0045b'		Karlgren1954
739	帾	dǔ	Middle_Chinese		0045b'	tuX	Wikibooks2016a
740	睹	dǔ	Old_Chinese	0045	0045c'		Karlgren1954
741	睹	dǔ	Middle_Chinese		0045c'	tuX	Wikibooks2016a
742	覩	dǔ	Old_Chinese	0045	0045d'		Karlgren1954
743	覩	dǔ	Middle_Chinese		0045d'	tuX	Wikibooks2016a
744	都	dōu	Old_Chinese	0045	0045e'		Karlgren1954
745	都	dōu	Middle_Chinese		0045e'	tu	Wikibooks2016a
746	闍	dū	Old_Chinese	0045	0045h'		Karlgren1954
747	闍	dū	Middle_Chinese		0045h'	dzyae	Wikibooks2016a
748	闍	dū	Middle_Chinese		0045h'	tu	Wikibooks2016a
749	屠	tú	Old_Chinese	0045	0045i'		Karlgren1954
750	屠	tú	Middle_Chinese		0045i'	du	Wikibooks2016a
751	瘏	tú	Old_Chinese	0045	0045j'		Karlgren1954
752	瘏	tú	Middle_Chinese		0045j'	du	Wikibooks2016a
753	瀦	zhū	Old_Chinese	0045	0045k'		Karlgren1954
754	瀦	zhū	Middle_Chinese		0045k'	trjo	Wikibooks2016a
755	儲	chǔ	Old_Chinese	0045	0045l'		Karlgren1954
756	儲	chǔ	Middle_Chinese		0045l'	drjo	Wikibooks2016a
757	曙	shǔ	Old_Chinese	0045	0045m'		Karlgren1954
758	曙	shǔ	Middle_Chinese		0045m'	dzyoH	Wikibooks2016a
759	著	zhe	Old_Chinese	0045	0045n'		Karlgren1954
760	著	zhe	Middle_Chinese		0045n'	drjak	Wikibooks2016a
761	著	zhe	Middle_Chinese		0045n'	trjak	Wikibooks2016a
762	著	zhe	Middle_Chinese		0045n'	trjoH	Wikibooks2016a
763	躇	chú	Old_Chinese	0045	0045o'		Karlgren1954
764	躇	chú	Middle_Chinese		0045o'	drjo	Wikibooks2016a
765	躇	chú	Middle_Chinese		0045o'	trhjak	Wikibooks2016a
766	書	shū	Old_Chinese	0045	0045p'		Karlgren1954
767	書	shū	Middle_Chinese		0045p'	trjak	Wikibooks2016a
768	且	qiě	Old_Chinese	0046	0046a		Karlgren1954
769	且	qiě	Middle_Chinese		0046a	tshjaeX	Wikibooks2016a
770	且	qiě	Middle_Chinese		0046a	tshjo	Wikibooks2016a
771	且	qiě	Middle_Chinese		0046a	tsjo	Wikibooks2016a
772	罝	jū	Old_Chinese	0046	0046h		Karlgren1954
773	罝	jū	Middle_Chinese		0046h	tsjae	Wikibooks2016a
774	柤	zhā	Old_Chinese	0046	0046i		Karlgren1954
775	柤	zhā	Middle_Chinese		0046i	tsrae	Wikibooks2016a
776	抯	zhā	Old_Chinese	0046	0046j		Karlgren1954
777	抯	zhā	Middle_Chinese		0046j	dzjaeX	Wikibooks2016a
778	抯	zhā	Middle_Chinese		0046j	tsjaeX	Wikibooks2016a
779	抯	zhā	Middle_Chinese		0046j	tsrae	Wikibooks2016a
780	沮	jǔ	Old_Chinese	0046	0046k		Karlgren1954
781	沮	jǔ	Middle_Chinese		0046k	dzjoX	Wikibooks2016a
782	沮	jǔ	Middle_Chinese		0046k	tsjoH	Wikibooks2016a
783	蛆	qū	Old_Chinese	0046	0046m		Karlgren1954
784	蛆	qū	Middle_Chinese		0046m	tsjo	Wikibooks2016a
785	岨	qū	Old_Chinese	0046	0046n		Karlgren1954
786	岨	qū	Middle_Chinese		0046n	tshjo	Wikibooks2016a
787	狙	jū	Old_Chinese	0046	0046o		Karlgren1954
788	狙	jū	Middle_Chinese		0046o	tshjo	Wikibooks2016a
789	疽	jū	Old_Chinese	0046	0046p		Karlgren1954
790	疽	jū	Middle_Chinese		0046p	tshjo	Wikibooks2016a
791	砠	jū	Old_Chinese	0046	0046q		Karlgren1954
792	砠	jū	Middle_Chinese		0046q	tshjo	Wikibooks2016a
793	雎	jū	Old_Chinese	0046	0046r		Karlgren1954
794	雎	jū	Middle_Chinese		0046r	tshjo	Wikibooks2016a
795	鴡	jū	Old_Chinese	0046	0046s		Karlgren1954
796	鴡	jū	Middle_Chinese		0046s	tshjo	Wikibooks2016a
797	苴	jū	Old_Chinese	0046	0046t		Karlgren1954
798	苴	jū	Middle_Chinese		0046t	tshjo	Wikibooks2016a
799	苴	jū	Middle_Chinese		0046t	tsjo	Wikibooks2016a
800	苴	jū	Middle_Chinese		0046t	tsraeX	Wikibooks2016a
801	咀	jǔ	Old_Chinese	0046	0046u		Karlgren1954
802	咀	jǔ	Middle_Chinese		0046u	dzjoX	Wikibooks2016a
803	俎	zǔ	Old_Chinese	0046	0046v		Karlgren1954
804	俎	zǔ	Middle_Chinese		0046v	tsrjoX	Wikibooks2016a
805	詛	zǔ	Old_Chinese	0046	0046x		Karlgren1954
806	詛	zǔ	Middle_Chinese		0046x	tsrjoH	Wikibooks2016a
807	阻	zǔ	Old_Chinese	0046	0046y		Karlgren1954
808	阻	zǔ	Middle_Chinese		0046y	tsrjoX	Wikibooks2016a
809	助	zhù	Old_Chinese	0046	0046z		Karlgren1954
810	助	zhù	Middle_Chinese		0046z	dzrjoH	Wikibooks2016a
811	鉏	chú	Old_Chinese	0046	0046a'		Karlgren1954
812	鉏	chú	Middle_Chinese		0046a'	dzrjoX	Wikibooks2016a
813	祖	zǔ	Old_Chinese	0046	0046b'		Karlgren1954
814	祖	zǔ	Middle_Chinese		0046b'	tsuX	Wikibooks2016a
815	租	zū	Old_Chinese	0046	0046d'		Karlgren1954
816	租	zū	Middle_Chinese		0046d'	tsu	Wikibooks2016a
817	組	zǔ	Old_Chinese	0046	0046e'		Karlgren1954
